level,id_study,Country,iso,is_new,start_year,end_year,mid_year,survey,survey_short,survey_type,urban_rural,age_range_F,age_range_M,N_tc_F,N_tc_M,N_ldl_F,N_ldl_M,N_hdl_F,N_hdl_M,N_non_hdl_F,N_non_hdl_M,N_tc_hdl_r_F,N_tc_hdl_r_M,N_trg_F,N_trg_M,N_hyperchol_F,N_hyperchol_M,N_med_F,N_med_M,is_ldl_calc,is_ldl_fasting,fasting_hr,device_tc,device_ldl,device_hdl,device_trg,Region,Superregion
summary,TUN_1997_AHP,Tunisia,TUN,Yes,1996,1997,1997,Ariana Healthy Project 1997 ,AHP,Community,both, 35-65, 35-65,758,644,739,615,742,621,739,618,740,618,760,645,758,644,,,1,1,12,lab,lab,lab,lab,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUN_1997_TNNS,Tunisia,TUN,Yes,1996,1997,1997,Tunisian National Nutrition Survey 1996-1997,TNNS,National,both, 10+, 10+,3173,1903,,,,,,,,,3175,1900,3173,1903,3549,2164,,,,lab,,,lab,North Africa and Middle East,Central Asia and North Africa-Middle East
summary,TUN_2005_TAHINA,Tunisia,TUN,Yes,2005,2005,2005,Tunisian National Survey,TAHINA,National,both, 35-71, 35-71,4590,3417,,,,,,,,,,,4590,3417,,,,,,accutrend,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUN_2005_TAHINA,Tunisia,TUN,Yes,2005,2005,2005,Tunisian National Survey 2005(TAHINA),TAHINA,National,both, 35-71, 35-71,4588,3416,,,,,,,,,4588,3416,4588,3416,,,,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUN_2010_ObeMaghreb,Tunisia,TUN,Yes,2009,2010,2010,ObeMaghreb,ObeMaghreb,Subnational,urban, 10-49, 10-49,1270,1494,1268,1471,1269,1492,1269,1491,1269,1491,1269,1488,1270,1494,1273,1515,1,1,,lab,lab,lab,lab,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUN_2016_THES,Tunisia,TUN,Yes,2016,2016,2016,Tunisian Health Examination Survey,THES,Community,both, 15+, 15+,4685,4184,4494,3870,4674,4166,4670,4162,4674,4166,4685,4184,4685,4184,4849,4360,1,0,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
summary,TUN_2016_THES,Tunisia,TUN,Yes,2016,2016,2016,Tunisian Health Examination Survey,THES,National,both, 15+, 15+,4685,4184,4418,3716,4513,4097,4374,3765,4374,3765,4532,3965,4685,4184,,,,,,cardiocheck,cardiocheck,cardiocheck,cardiocheck,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_1990_TARF,Turkey,TUR,Yes,1990,1990,1990,Turkish Adult Risk Factor Study,TARF,National,both, 20+, 20+,1371,1342,,,,,,,,,1146,1053,1371,1342,,,,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_1995_TARF,Turkey,TUR,Yes,1995,1995,1995,Turkish Adult Risk Factor Study,TARF,National,both, 25+, 25+,864,832,,,,,,,,,614,597,864,832,,,1,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_1998_TARF,Turkey,TUR,Yes,1998,1998,1998,Turkish Adult Risk Factor Study,TARF,National,both, 28+, 28+,883,858,613,571,880,851,880,851,880,851,615,576,883,858,781,718,1,1,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
last round,TUR_1999_15792003,Turkey,TUR,No,NA,NA,1999,"Tezcan, 2003 (97)",NA,Community,urban, 25-64, 25-64,727,483,,,,,,,,,,,,,,,,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2000_TARF,Turkey,TUR,Yes,2000,2000,2000,Turkish Adult Risk Factor Study,TARF,National,both, 30+, 30+,932,891,591,524,928,885,928,885,928,885,592,524,932,891,952,904,1,1,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
report,TUR_2001_HNHHS,Turkey,TUR,Report,2000,2002,2001,"The Healthy Nutrition for Healthy Heart Study; Sanisoglu et al., BMC Public Health 2006; 6: 92",HNHHS,National,both, 30+, 30+,10680,4788,10680,4788,10680,4788,,,,,,,,,,,1,1,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2002_TARF,Turkey,TUR,Yes,2001,2002,2002,Turkish Adult Risk Factor Study,TARF,National,both, 32+, 32+,1226,1122,999,842,1224,1121,1223,1121,1223,1121,1001,845,1226,1122,1247,1137,1,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
last round,TUR_2003_15792201,Turkey,TUR,No,NA,NA,2003,"Gokcel, 2003 (99)",NA,Community,both, 20-79, 20-79,1030,607,,,,,,,,,,,,,,,,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2004_TARF,Turkey,TUR,Yes,2003,2004,2004,Turkish Adult Risk Factor Study,TARF,National,both, 34+, 34+,1129,1092,465,380,1128,1091,1128,1091,1128,1091,465,382,1129,1092,1107,1042,1,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2004_TRAB,Turkey,TUR,Yes,2003,2005,2004,Prevalence of prehypertension and associated risk factors among Turkish adults: Trabzon Hypertension Study,TRAB,Subnational,both, 20+, 20+,2593,2205,2593,2205,2593,2205,2601,2208,2601,2208,2592,2205,2593,2205,,,0,1,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2006_TARF,Turkey,TUR,Yes,2005,2006,2006,Turkish Adult Risk Factor Study,TARF,National,both, 35+, 35+,1004,934,829,726,1004,933,1005,932,1005,932,703,598,1004,934,1473,1401,0,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2008_TARF,Turkey,TUR,Yes,2007,2008,2008,Turkish Adult Risk Factor Study,TARF,National,both, 37+, 37+,1071,1039,903,823,1064,1035,1065,1033,1065,1033,720,625,1071,1039,1473,1401,0,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2010_TARF,Turkey,TUR,Yes,2009,2010,2010,Turkish Adult Risk Factor Study,TARF,National,both, 39+, 39+,794,734,696,650,799,735,793,733,793,733,680,630,794,734,1474,1403,1,,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2011_TRAB,Turkey,TUR,Yes,2009,2012,2011,Prevalence of diabetes and associated risk factors among adult population in Trabzon city,TRAB,Subnational,both, 20+, 20+,2067,1516,2076,1521,2074,1520,2082,1519,2083,1520,2078,1524,2067,1516,,,0,1,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
summary,TUR_2011_CDRFS,Turkey,TUR,Yes,2011,2011,2011,Chronic Diseases and Risk Factors Survey in Turkey,CDRFS,National,both, 15+, 15+,7717,6760,7717,6760,7717,6760,,,,,,,7717,6760,,,,1,8,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2013_TARF,Turkey,TUR,Yes,2012,2013,2013,Turkish Adult Risk Factor Study,TARF,National,both, 37+, 37+,1084,1008,1051,983,1082,1006,1082,1006,1082,1006,1082,1004,1084,1008,1115,1030,0,1,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2015_TARF,Turkey,TUR,Yes,2014,2015,2015,Turkish Adult Risk Factor Study,TARF,National,both, 44+, 44+,903,845,901,838,901,840,901,840,901,840,903,844,903,845,,,1,1,,,,,,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TUR_2017_STEPS,Turkey,TUR,Yes,2017,2017,2017,STEPS,STEPS,National,both, 15+, 15+,1978,1320,1905,1250,1973,1316,1832,1145,1832,1148,1982,1325,1978,1320,2002,1337,1,,,cardiocheck,cardiocheck,cardiocheck,cardiocheck,North Africa and Middle East,Central Asia and North Africa-Middle East
individual,TKM_2013_STEPS,Turkmenistan,TKM,Yes,2013,2013,2013,STEPS,STEPS,National,both, 18-64, 18-64,2046,1201,,,,,,,,,,,2046,1201,2039,1199,,,,cardiocheck,,,,Central Asia,Central Asia and North Africa-Middle East
individual,TKM_2018_STEPS,Turkmenistan,TKM,Yes,2018,2018,2018,STEPS,STEPS,National,both, 18-69, 18-69,2197,1660,2093,1576,2190,1658,2183,1652,2190,1657,2197,1661,2197,1660,2199,1662,1,,,,,,,Central Asia,Central Asia and North Africa-Middle East
individual,TUV_1976_FS,Tuvalu,TUV,Yes,1976,1976,1976,The Funafuti Survey,FS,Subnational,urban, 10+, 10+,298,264,,,,,,,,,300,269,298,264,,,,,,,,,,Polynesia and Micronesia,Oceania
individual,TUV_2015_STEPS,Tuvalu,TUV,Yes,2015,2015,2015,STEPS,STEPS,National,both, 18-69, 18-69,553,471,,,499,382,472,337,476,338,,,553,471,551,470,,,,cardiocheck,,cardiocheck,,Polynesia and Micronesia,Oceania
individual,UGA_2012_NCDS,Uganda,UGA,Yes,2011,2012,2012,"The Prevalence and Distribution of Non-communicable Diseases and Their Risk Factors in Kasese District, Uganda",NCDS,Subnational,both, 25-79, 25-79,234,284,,,,,,,,,234,284,234,284,,,,,,reflotron,,,reflotron,East Africa,Sub-Saharan Africa
individual,UGA_2014_STEPS,Uganda,UGA,Yes,2014,2014,2014,STEPS,STEPS,National,both, 18-69, 18-69,2045,1478,1916,1353,2005,1427,1513,900,1515,902,2042,1477,2045,1478,28,19,1,,,cardiocheck,cardiocheck,cardiocheck,cardiocheck,East Africa,Sub-Saharan Africa
individual,UKR_2019_STEPS,Ukraine,UKR,Yes,2019,2019,2019,STEPS,STEPS,National,both, 18-69, 18-69,1955,1095,,,1951,1090,1948,1090,1950,1090,,,1955,1095,1957,1095,,,,,,,,Eastern Europe,Central and Eastern Europe
individual,ARE_2018_STEPS,United Arab Emirates,ARE,Yes,2017,2018,2018,STEPS,STEPS,National,both, 18+, 18+,1617,1471,1574,1409,1600,1471,1568,1406,1568,1406,1610,1475,1617,1471,1617,1471,1,,,cardiocheck,cardiocheck,cardiocheck,cardiocheck,North Africa and Middle East,Central Asia and North Africa-Middle East
monica,GBR_1984_MONICA-BELa,United Kingdom,GBR,Yes,1983,1984,1984,"MONICA, Belfast",MONICA-BELa,Subnational,both, 25-64, 25-64,1170,1142,,,1142,1120,1139,1116,1139,1116,,,,,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
individual,GBR_1985_SHHS,United Kingdom,GBR,Yes,1984,1986,1985,Scottish Heart Health Survey,SHHS,Subnational,both, 40-59, 40-59,3926,4068,3676,3583,3777,3870,3774,3867,3774,3867,3925,4064,3926,4068,4447,4381,1,,,,,,,High-income English-speaking countries,High-income Western countries
monica,GBR_1987_MONICA-BELa,United Kingdom,GBR,Yes,1986,1987,1987,"MONICA, Belfast",MONICA-BELa,Subnational,both, 25-64, 25-64,1148,1145,,,1151,1142,1146,1137,1146,1137,,,,,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
individual,GBR_1987_DNS,United Kingdom,GBR,Yes,1986,1987,1987,Dietary and Nutritional Survey of British Adults 1986-1987,DNS,National,both, 16-64, 16-64,937,936,,,934,932,934,932,934,932,,,937,936,789,1011,,,,,,,,High-income English-speaking countries,High-income Western countries
summary,GBR_1988_EAS,United Kingdom,GBR,Yes,1987,1988,1988,Edinburgh Artery Study,EAS,Community,urban, 54-75, 54-75,772,801,769,796,771,795,771,795,771,795,772,801,772,801,,,1,1,11,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1992_HSE,United Kingdom,GBR,Yes,1991,1992,1992,Health Survey for England,HSE,National,both, 16+, 16+,2598,2454,,,,,,,,,,,2598,2454,3817,3360,,,,,,,,High-income English-speaking countries,High-income Western countries
monica,GBR_1992_MONICA-GLAa,United Kingdom,GBR,Yes,1992,1992,1992,"MONICA, Glasgow",MONICA-GLAa,Community,urban, 25-64, 25-64,726,676,,,694,637,694,637,694,637,,,,,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
monica,GBR_1992_MONICA-BELa,United Kingdom,GBR,Yes,1991,1992,1992,"MONICA, Belfast",MONICA-BELa,Subnational,both, 25-64, 25-64,925,977,,,923,974,923,974,923,974,,,,,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
last round,GBR_1993_10826501,United Kingdom,GBR,No,NA,NA,1993,"Whickham Survey; Vanderpump, 1996 (73)",NA,Community,urban, 25+, 25+,940,762,,,,,,,,,,,,,,,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1993_HSE,United Kingdom,GBR,Yes,1993,1993,1993,Health Survey for England,HSE,National,both, 16+, 16+,6090,5729,,,,,,,,,,,6090,5729,7530,6780,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1994_HSE,United Kingdom,GBR,Yes,1994,1994,1994,Health Survey for England,HSE,National,both, 16+, 16+,5816,5341,,,,,,,,,,,5816,5341,8437,7178,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1995_NDNS,United Kingdom,GBR,Yes,1994,1995,1995,National Diet and Nutrition Survey (NDNS),NDNS,National,both, 65+, 65+,540,594,531,583,541,593,540,593,540,593,541,594,540,594,,,1,1,,lab,lab,lab,lab,High-income English-speaking countries,High-income Western countries
monica,GBR_1995_MONICA-GLAa,United Kingdom,GBR,Yes,1995,1995,1995,"MONICA, Glasgow",MONICA-GLAa,Community,urban, 25-64, 25-64,877,818,,,853,780,853,780,853,780,,,,,,,,,,lab,,lab,,High-income English-speaking countries,High-income Western countries
individual,GBR_1995_SHS,United Kingdom,GBR,Yes,1995,1995,1995,Scottish Health Survey (SHeS),SHS,Subnational,both, 16-64, 16-64,3300,2831,,,,,,,,,,,3300,2831,3716,3097,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1997_NDNS,United Kingdom,GBR,Yes,1997,1997,1997,National Diet and Nutrition Survey (NDNS),NDNS,National,both, 10-18, 10-18,328,344,328,340,328,343,328,343,328,343,328,344,328,344,,,1,1,,lab,lab,lab,lab,High-income English-speaking countries,High-income Western countries
individual,GBR_1998_HSE,United Kingdom,GBR,Yes,1998,1998,1998,Health Survey for England,HSE,National,both, 16+, 16+,5565,5000,,,5549,4987,5546,4983,5546,4983,,,5565,5000,7256,6165,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1998_SHS,United Kingdom,GBR,Yes,1998,1998,1998,Scottish Health Survey (SHeS),SHS,Subnational,both, 11-74, 11-74,3324,2788,,,3309,2763,3308,2763,3308,2763,,,3324,2788,2515,1477,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1999_BRHS,United Kingdom,GBR,Yes,1998,2000,1999,The British Regional Heart Study,BRHS,National,urban, , 60-79,,3938,,3883,,3912,,3914,,3914,,3939,,3938,,4157,1,1,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_1999_NSHD,United Kingdom,GBR,Yes,1999,1999,1999,MRC National Survey of Health and Development,NSHD,National,both, 53-54, 53-54,1281,1277,1234,1139,1235,1141,1238,1145,1238,1146,1280,1274,1281,1277,,,1,0,,lab,lab,lab,lab,High-income English-speaking countries,High-income Western countries
individual,GBR_2000_HSE,United Kingdom,GBR,Yes,2000,2000,2000,Health Survey for England,HSE,National,both, 65+, 65+,489,224,,,466,213,466,213,466,213,,,489,224,2820,1350,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2000_BWHHS,United Kingdom,GBR,Yes,1999,2001,2000,British Women's Heart and Health Study,BWHHS,National,both, 60-79, ,3698,,3613,,3692,,3692,,3692,,,,3698,,,,1,1,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2001_HCS,United Kingdom,GBR,Yes,1999,2004,2001,Hertfordshire Cohort Study,HCS,Subnational,both, 59-73, 59-73,1329,1459,1312,1436,1329,1459,1329,1459,1329,1459,1329,1459,1329,1459,1418,1579,1,1,,lab,lab,lab,lab,High-income English-speaking countries,High-income Western countries
individual,GBR_2001_NDNS,United Kingdom,GBR,Yes,2000,2001,2001,National Diet and Nutrition Survey 2000-2001,NDNS,National,both, 19-64, 19-64,693,580,,,693,579,693,579,693,579,,,693,580,,,,0,,lab,,lab,,High-income English-speaking countries,High-income Western countries
individual,GBR_2003_SHS,United Kingdom,GBR,Yes,2003,2003,2003,Scottish Health Survey (SHeS),SHS,Subnational,both, 11+, 11+,2212,1886,,,2212,1887,2212,1886,2212,1886,,,2212,1886,1991,1263,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2003_EMAS,United Kingdom,GBR,Yes,2003,2003,2003,The European Male Ageing Study,EMAS,Community,both, , 40+,,397,,389,,397,,397,,397,,397,,397,,,1,1,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2003_HSE,United Kingdom,GBR,Yes,2003,2003,2003,Health Survey for England,HSE,National,both, 16+, 16+,4460,3814,465,373,4461,3815,4460,3813,4460,3813,467,389,4460,3814,6180,5086,1,1,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2005_ELSA,United Kingdom,GBR,Yes,2004,2005,2005,English Longitudinal Study of Ageing Wave 2 2004-2005,ELSA,National,both, 52+, 52+,3203,2701,3142,2600,3203,2696,3203,2696,3203,2696,3202,2701,3203,2701,,,1,0,8.533578657,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2005_HSE,United Kingdom,GBR,Yes,2005,2005,2005,Health Survey for England,HSE,National,both, 65+, 65+,1190,1008,,,1190,1008,1190,1008,1190,1008,,,1190,1008,1701,1444,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2006_HSE,United Kingdom,GBR,Yes,2006,2006,2006,Health Survey for England,HSE,National,both, 16+, 16+,4061,3409,,,4061,3410,4061,3409,4061,3409,,,4061,3409,7671,6324,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2008_EMAS,United Kingdom,GBR,Yes,2008,2008,2008,The European Male Ageing Study,EMAS,Community,both, , 40+,,311,,308,,307,,307,,307,,311,,311,,219,1,1,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2008_HSE,United Kingdom,GBR,Yes,2008,2008,2008,Health Survey for England,HSE,National,both, 16+, 16+,3922,3348,,,3921,3348,3921,3348,3921,3348,,,3922,3348,8190,6759,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2008_SHS,United Kingdom,GBR,Yes,2008,2008,2008,Scottish Health Survey (SHeS),SHS,Subnational,both, 16+, 16+,463,400,,,463,400,463,400,463,400,,,463,400,414,280,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2009_ELSA,United Kingdom,GBR,Yes,2008,2009,2009,English Longitudinal Study of Ageing Wave 4 2008-2009,ELSA,National,both, 50+, 50+,3506,2880,3453,2789,3503,2878,3503,2878,3503,2878,3506,2879,3506,2880,1518,1234,1,0,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2009_SHS,United Kingdom,GBR,Yes,2009,2009,2009,Scottish Health Survey (SHeS),SHS,Subnational,both, 16+, 16+,473,362,,,473,362,473,362,473,362,,,473,362,404,268,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2009_NSHD,United Kingdom,GBR,Yes,2006,2010,2009,MRC National Survey of Health and Development,NSHD,National,both, 60-65, 60-65,1060,1004,1019,950,1060,1004,1060,1004,1060,1004,1023,958,1060,1004,,,1,1,,lab,lab,lab,lab,High-income English-speaking countries,High-income Western countries
individual,GBR_2009_HSE,United Kingdom,GBR,Yes,2009,2009,2009,Health Survey for England,HSE,National,both, 16+, 16+,1227,1075,,,1227,1075,1227,1075,1227,1075,,,1227,1075,2492,2108,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2010_NDNS,United Kingdom,GBR,Yes,2008,2012,2010,National Diet and Nutrition Survey (NDNS),NDNS,National,both, 10+, 10+,1266,1008,1250,987,1265,1007,1265,1007,1265,1007,1258,1006,1266,1008,1050,622,0,1,,lab,lab,lab,lab,High-income English-speaking countries,High-income Western countries
individual,GBR_2010_HSE,United Kingdom,GBR,Yes,2010,2010,2010,Health Survey for England,HSE,National,both, 16+, 16+,2158,1720,,,2158,1720,2158,1720,2158,1720,,,2158,1720,4211,3442,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2010_SHS,United Kingdom,GBR,Yes,2010,2010,2010,Scottish Health Survey (SHeS),SHS,Subnational,both, 16+, 16+,436,342,,,436,342,436,342,436,342,,,436,342,379,249,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2011_SHS,United Kingdom,GBR,Yes,2011,2011,2011,Scottish Health Survey (SHeS),SHS,Subnational,both, 16+, 16+,371,322,,,371,322,371,322,371,322,,,371,322,362,251,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2011_HSE,United Kingdom,GBR,Yes,2011,2011,2011,Health Survey for England,HSE,National,both, 16+, 16+,2201,1738,,,2201,1736,2201,1735,2201,1735,,,2201,1738,4287,3524,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2012_HSE,United Kingdom,GBR,Yes,2012,2012,2012,Health Survey for England,HSE,National,both, 16+, 16+,2192,1745,,,2192,1742,2192,1742,2192,1742,,,2192,1745,4529,3680,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2013_ELSA,United Kingdom,GBR,Yes,2012,2013,2013,English Longitudinal Study of Ageing Wave 6 2012-2013,ELSA,National,both, 50+, 50+,3309,2732,3287,2681,3308,2730,3308,2730,3308,2730,3309,2732,3309,2732,1885,1646,1,0,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2013_HSE,United Kingdom,GBR,Yes,2013,2013,2013,Health Survey for England,HSE,National,both, 16+, 16+,2438,2080,,,2437,2078,2437,2078,2437,2078,,,2438,2080,4782,3925,,,,,,,,High-income English-speaking countries,High-income Western countries
individual,GBR_2014_NDNS,United Kingdom,GBR,Yes,2013,2014,2014,National Diet and Nutrition Survey (NDNS),NDNS,National,both, 10+, 10+,520,386,519,383,520,385,520,385,520,385,519,386,520,386,848,628,0,1,,,,,,High-income English-speaking countries,High-income Western countries
